"Collision Report Number","Collision Date","County","City","Jurisdiction","Agency","Primary Trafficway","Secondary Trafficway","Block Number","Mile Post","School Zone","Intersection Related","Weather Condition","Lighting Condition","Injury Severity","Collision Type","Object Struck","Damage Threshold Met","Hit and Run","Motor Vehicles Involved","Passengers Involved","Commercial Carrier Involved","School Bus Involved","Pedestrians Involved","Pedalcyclists Involved"
"EC19125","2/6/2022 1:20:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","Y RD                ","","6.070","N","N","Overcast","Dark-No Street Lights","Minor Injury Collision","","Roadway Ditch","Y","Y","1","N","N","N","0","0"
"EC20757","2/6/2022 10:06:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","MARSHALL HILL ROAD  ","","13.700","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC20758","2/7/2022 7:08:00 AM","Whatcom","Lynden","State Road","State Patrol","SR 546              ","NORTHWOOD           ","","3.400","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC20760","2/7/2022 6:00:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 546              ","VINUP RD            ","","2.000","N","Y","Overcast","Dark-Street Lights On","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC31090","2/7/2022 9:02:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","JS GRANDVIEW        ","","266.000","N","N","Overcast","Dark-No Street Lights","Unknown Injury Collision","","Cable Barrier","Y","Y","1","N","N","N","0","0"
"EC20756","2/9/2022 3:53:00 PM","Whatcom","Bellingham","State Road","State Patrol","I-5                 ","SR-11               ","","251.000","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC20764","2/11/2022 5:50:00 AM","Whatcom","Ferndale","State Road","State Patrol","SR 548              ","VALLEY VIEW RD      ","","2.900","N","Y","Fog or Smog or Smoke","Dark-No Street Lights","Minor Injury Collision","","Concrete/Jersey Barrier","Y","N","2","N","N","N","0","0"
"EC27821","2/11/2022 7:04:00 AM","Whatcom","Everson","State Road","State Patrol","SR-9                ","HUGHES RD           ","","90.000","N","N","Clear","Dawn","No Injury Collision","","Power Pole","Y","N","1","N","N","N","0","0"
"EC20763","2/11/2022 2:24:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NORTH LAKE SAMISH RD","","248.000","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC21879","2/12/2022 6:37:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5 OFFRAMP         ","SUNSET DRIVE        ","","254.820","N","Y","Clear","Dark-Street Lights On","No Injury Collision","","","Y","Y","2","Y","N","N","0","0"
"EC20761","2/13/2022 8:21:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","264.200","N","N","Overcast","Dark-No Street Lights","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC20762","2/14/2022 10:38:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","BAKERVIEW           ","","258.000","N","Y","Overcast","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC21602","2/15/2022 2:32:00 AM","Whatcom","Sedro-Woolley","State Road","State Patrol","SR9                 ","DORAN               ","","69.090","N","N","Overcast","Dark-No Street Lights","Minor Injury Collision","","embankment","Y","N","1","N","N","N","0","0"
"EC20765","2/15/2022 2:29:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","SMITH ROAD          ","","8.870","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC24059","2/16/2022 7:36:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","263.000","N","N","Clear","Daylight","Minor Injury Collision","","cable barrier","Y","N","3","N","N","N","0","0"
"EC24059","2/16/2022 7:36:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","263.000","N","N","Clear","Daylight","Minor Injury Collision","","cable barrier","N","N","3","N","N","N","0","0"
"EC21601","2/16/2022 8:35:00 AM","Whatcom","Nooksack","State Road","State Patrol","SR 542              ","SHUKSAN CT.         ","","29.900","N","N","Clear","Daylight","Minor Injury Collision","","Tree or Stump","Y","N","1","N","N","N","0","0"
"EC29080","2/17/2022 11:53:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","VAN WYCK            ","1868  ","","N","N","Clear","Daylight","No Injury Collision","","Mailbox","Y","N","3","Y","N","N","0","0"
"EC21603","2/18/2022 1:40:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","MITCHELL RD         ","","13.300","N","Y","Overcast","Daylight","No Injury Collision","","Metal Sign Post","Y","N","1","N","N","N","0","0"
"EC22290","2/18/2022 5:21:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","IOWA ST             ","","253.600","N","N","Clear","Daylight","No Injury Collision","","","Y","N","3","N","N","N","0","0"
"EC24052","2/19/2022 1:37:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","HANNEGAN PASS RD    ","","46.500","N","Y","Snowing","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC24051","2/19/2022 1:48:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","HANNEGAN PASS ROAD  ","","47.500","N","N","Snowing","Daylight","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC24058","2/19/2022 3:25:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","LAUREL RD           ","","4.900","N","Y","Overcast","Daylight","No Injury Collision","","Metal Sign Post","Y","N","2","N","N","N","0","0"
"EC21827","2/20/2022 1:20:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SAMISH WAY          ","","251.000","N","N","Overcast","Dark-No Street Lights","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC24055","2/20/2022 5:20:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","HILLARD ROAD        ","","11.400","N","N","Raining","Dark-No Street Lights","Unknown Injury Collision","","","Y","N","1","N","N","N","0","0"
"EC24056","2/21/2022 4:26:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","Y ROAD              ","","6.100","N","Y","Clear","Daylight","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC24054","2/22/2022 5:17:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","N LAKE SAMISH       ","","247.000","N","N","Snowing","Dark-No Street Lights","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC24060","2/22/2022 5:30:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SAMISH WAY          ","","247.000","N","N","Snowing","Dark-No Street Lights","No Injury Collision","","ditch / embankment","Y","N","1","N","N","N","0","0"
"EC31455","2/22/2022 5:30:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SAMISH WAY          ","","247.000","N","N","Snowing","Dark-No Street Lights","Minor Injury Collision","","Ditch / embanckment","Y","N","1","N","N","N","0","0"
"EC23945","2/22/2022 5:50:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","N LAKE SAMISH       ","","247.000","N","N","Clear","Dark-No Street Lights","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC24057","2/22/2022 9:20:00 AM","Whatcom","Lynden","State Road","State Patrol","SR 546              ","DOUBLE DITCH ROAD   ","","1.000","N","Y","Severe Crosswind","Daylight","Minor Injury Collision","","Utility Pole","Y","N","1","N","N","N","0","0"
"EC24062","2/23/2022 2:29:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","LAUREL ROAD         ","","5.000","N","Y","Clear","Daylight","Minor Injury Collision","","","Y","N","3","Y","N","N","0","0"
"EC24064","2/23/2022 5:33:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","255.000","N","N","Overcast","Daylight","Minor Injury Collision","","Concrete/Jersey Barrier","Y","N","3","Y","N","N","0","0"
"EC24063","2/24/2022 7:10:00 AM","Whatcom","Nooksack","State Road","State Patrol","SR 9                ","COLE ROAD           ","","88.500","N","Y","Clear","Dawn","No Injury Collision","","Utility Pole","Y","N","1","N","N","N","0","0"
"EC24065","2/24/2022 7:40:00 AM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","BIRCH BAY LYNDEN RD ","","268.000","N","N","Clear","Daylight","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EC24061","2/24/2022 9:45:00 AM","Whatcom","Bellingham","State Road","State Patrol","INTERSTATE 5        ","SAMISH WAY          ","","250.000","N","N","Overcast","Daylight","No Injury Collision","","Roadway Ditch","Y","N","3","Y","N","N","0","0"
"EC24061","2/24/2022 9:45:00 AM","Whatcom","Bellingham","State Road","State Patrol","INTERSTATE 5        ","SAMISH WAY          ","","250.000","N","N","Overcast","Daylight","No Injury Collision","","Roadway Ditch","N","N","3","Y","N","N","0","0"
"EC24067","2/24/2022 12:15:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","KING STREET         ","","253.000","N","N","Clear","Daylight","No Injury Collision","","Guardrail / Stop Sign","Y","N","1","N","N","N","0","0"
"EC24066","2/24/2022 3:40:00 PM","Whatcom","Sumas","State Road","State Patrol","SR 542              ","WELCOME PASS FS RD  ","","44.000","N","N","Overcast","Daylight","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EC25599","2/27/2022 2:50:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET DR           ","","254.800","N","N","Raining","Dark-Street Lights On","No Injury Collision","","sign","Y","Y","1","Y","N","N","0","0"
"EC27820","2/27/2022 9:35:00 PM","Whatcom","Sumas","State Road","State Patrol","SR9                 ","MORGAN RD           ","","96.000","N","N","Raining","Dark-No Street Lights","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC27822","2/28/2022 11:45:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","250.800","N","Y","Raining","Daylight","No Injury Collision","","","N","N","2","Y","N","N","0","0"
"EC27822","2/28/2022 11:45:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","250.800","N","Y","Raining","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC31092","2/28/2022 4:27:00 PM","Whatcom","Ferndale","State Road","State Patrol","SR 548              ","GRANDVIEW           ","","5.900","N","Y","Raining","Daylight","No Injury Collision","","Sign","Y","Y","1","N","N","N","0","0"
"EC27825","3/1/2022 1:35:00 PM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","273.900","N","N","Overcast","Daylight","No Injury Collision","","Concrete/Jersey Barrier","N","N","1","N","N","N","0","0"
"EC27825","3/1/2022 1:35:00 PM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","273.900","N","N","Overcast","Daylight","No Injury Collision","","Concrete/Jersey Barrier","Y","N","1","N","N","N","0","0"
"EC27823","3/2/2022 7:19:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 539              ","","256.000","N","N","Raining","Daylight","Minor Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC27823","3/2/2022 7:19:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 539              ","","256.000","N","N","Raining","Daylight","Minor Injury Collision","","Guardrail","N","N","1","N","N","N","0","0"
"EC27824","3/2/2022 4:40:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR-9                ","RUTSATZ RD          ","","78.000","N","N","Overcast","Daylight","No Injury Collision","","DITCH","Y","N","1","N","N","N","0","0"
"EC27826","3/3/2022 5:21:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA                ","","254.000","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC25601","3/3/2022 11:15:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","E BAKERVIEW RD      ","","0.040","N","Y","Clear","Dark-Street Lights On","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EC29096","3/5/2022 7:54:00 PM","Whatcom","Nooksack","State Road","State Patrol","SR 9                ","STRAND RD           ","","74.700","N","N","Clear","Dark-No Street Lights","No Injury Collision","","elk","Y","N","1","N","N","N","0","0"
"EC29095","3/5/2022 11:48:00 PM","Whatcom","Nooksack","State Road","State Patrol","SR 9                ","POTTER RD           ","","77.000","N","N","Clear","Dark-Street Lights On","Minor Injury Collision","","power pole","Y","N","1","N","N","N","0","0"
"EC26691","3/7/2022 12:54:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","SR 544              ","","7.510","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC29093","3/8/2022 5:26:00 PM","Whatcom","Bellingham","State Road","State Patrol","E SUNSET DR         ","VINING ST           ","","2.000","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC31087","3/10/2022 7:42:00 AM","Whatcom","Everson","State Road","State Patrol","SR-9                ","SR-546              ","","93.600","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC29097","3/10/2022 6:20:00 PM","Whatcom","Bellingham","State Road","State Patrol","I-5                 ","SLATER RD           ","","260.000","N","Y","Clear","Dusk","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC31094","3/11/2022 12:49:00 PM","Whatcom","Bellingham","State Road","State Patrol","I-5                 ","SUNSET DR           ","","254.000","N","N","Clear","Daylight","No Injury Collision","","Concrete Wall","N","N","1","N","N","N","0","0"
"EC31094","3/11/2022 12:49:00 PM","Whatcom","Bellingham","State Road","State Patrol","I-5                 ","SUNSET DR           ","","254.000","N","N","Clear","Daylight","No Injury Collision","","Concrete Wall","Y","N","1","N","N","N","0","0"
"EC29921","3/13/2022 8:49:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","MAIN ST             ","","262.090","N","N","Clear","Daylight","Unknown Injury Collision","","cable barrier","Y","Y","1","N","N","N","0","0"
"EC29099","3/14/2022 12:31:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 11               ","HILINE RD           ","","16.020","N","N","Overcast","Daylight","No Injury Collision","","deer","Y","N","1","N","N","N","0","0"
"EC29098","3/14/2022 3:21:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","AIRPORT DR          ","","257.640","N","N","Overcast","Daylight","No Injury Collision","","Guardrail","Y","N","2","Y","N","N","0","0"
"EC29098","3/14/2022 3:21:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","AIRPORT DR          ","","257.640","N","N","Overcast","Daylight","No Injury Collision","","Guardrail","N","N","2","Y","N","N","0","0"
"EC34104","3/14/2022 3:25:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","SAMISH WAY          ","","246.100","N","N","Raining","Daylight","No Injury Collision","","","N","N","2","N","Y","N","0","0"
"EC34104","3/14/2022 3:25:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","SAMISH WAY          ","","246.100","N","N","Raining","Daylight","No Injury Collision","","","Y","N","2","N","Y","N","0","0"
"EC31089","3/14/2022 6:45:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR-539              ","AXTON RD            ","","4.000","N","N","Raining","Daylight","No Injury Collision","","","Y","Y","2","Y","N","N","0","0"
"EC31091","3/14/2022 6:58:00 PM","Whatcom","Ferndale","State Road","State Patrol","I-5                 ","GRANDVIEW RD        ","","268.000","N","N","Raining","Dusk","No Injury Collision","","DITCH/TREES","Y","N","1","N","N","N","0","0"
